Beer_ID,Beer_Name,Brewery_ID,ABV,IBU,Description,No_of_Ratings,Style,Overall_Rating
1006680,Boss,27854,8,115,"“O QUE VAMOS COLOCAR NO RÓTULO DESSA CERVEJA?” 

“SEI LÁ, COLOCA MINHA CARA AÍ.” 

ASSIM SURGIU A INVICTA BOSS. UMA IMPERIAL IPA PREMIADA NACIONAL E INTERNACIONALMENTE, FRUTO DE MUITO TRABALHO E PAIXÃO DE TODA A NOSSA EQUIPE, AGORA TRÁS A CARA DOS DONOS DA INVICTA NO RÓTULO. 

SABE PORQUÊ? RELAXA, A GENTE TAMBÉM NÃO SABE. CERVEJA TEM DESSAS COISAS, NEM TUDO PRECISA DE EXPLICAÇÃO.",2,"['Ipa - Imperial', 'Double']",3.907
949440,Coffeelicious,172483,6.4,60,"15.8 Blg. Coffee milk stout, darker than your average milk stout. Strong coffee and caramel flavors.",1,"['Stout - Milk', 'Sweet']",3.907
1449462,Rancher Farmhouse Ale,184717,6.5,0,,1,"['Saison', 'Farmhouse Ale']",3.792
908529,Noon On A Weekday,79011,5,15,"Noon on a Weekday is designed for those who just might enjoy a cheeky pint at lunch, those who feel the stresses of the morning need to be settled and those who just love light bodied beers with a bold hop character. This beer is one to get you through. Admittedly we also love to enjoy this American Pale Ale after work, shared with friends out of the growler or as a quick beer before men’s league hockey.",1,['Pale Ale - American'],3.686
79763,Quadruppel,5439,11,35,"Cerveja do estilo Belgian Strong Ale Quadruppel, elaborada com quatro tipos de malte, nobre cepa de levedura, lúpulos especiais e várias especiarias. Coloração marrom rubi, equilibrado amargor e espuma aveludada. Intenso aroma e sabor de malte, chocolate toffee,mel e frutas secas. Maturada em carvalho francês marinado com cachaça genuinamente mineira. Refermentada na garrafa com 11% de álcool.",1,['Belgian Quad'],3.898
162432,Big 5-OH,7321,7.8,37,"A Belgian style Saison-Farmhouse Ale brewed in celebration of
Brewmaster Dave’s birthday. A refreshing, medium to strong fruity/spicy ale with
a distinctive yellow-orange color, highly carbonated, well hopped with a dry finish.
Brewed with Belgian malt and a special Belgian yeast strain that gives it it’s distinct aroma and flavor.",1,"['Saison', 'Farmhouse Ale']",3.565
47737,Black Ball,2241,8,0,,1,['Porter - Other'],3.918
560926,Red Machine IPA,82343,7,65,American IPA,1,['Ipa - American'],4.079
267048,Christmas Paradox 2012,241,15,70,"This delicious dark beer has been matured for 12 months in rum casks and has all the wonderful flavours of Christmas, roasted chocolate notes infused with cinnamon and vanilla.
When the season of peace on earth can roughly be translated as commercialised hysteria on a tight budget.
Or the precursor to January's 'new you' is a week spent devouring the equivalent of your own weight with the ferocity of a ravenous reindeer.
Let this be the year that you choose not to succumb when the lure of conformity is at its strongest. Instead, fight fire with fire by unleashing this paradoxical beer as the antidote to Christmas.
Simply pour yourself a glass and sit back as the world descends into a temporary fairy light fuelled frenzy.",1,"['Stout - American Imperial', 'Double']",4.245
1082068,Mokka Munt,5300,10,0,Imperial stout aged in bourbon barrels with mint added,1,"['Stout - American Imperial', 'Double']",4.165
1413290,Månhorns IPA,72543,5.6,57,,1,['Ipa - English'],3.422
1283568,Voodoo Doughnut Mango Astronaut Ale,4565,5.3,20,,1,['Fruit Beer'],3.689
1076603,Jack Rabbit Rye-PA,77887,7.1,107,"The perfect pint of summer hopped goodness. This American IPA sports reddish-golden hue and a good balance of firm body and lingering bitterness, this brew is a showcase of both hops and grain. The fruity/floral notes of Chinook, Amarillo, Columbus, and Citra hops provide the perfect complement to the spicy flavor of its rye malt. If you’re an IPA fan you’ll love this brew.",1,"['Rye Beer', 'Rye Ipa']",3.844
997639,Stoaked ,1313,10,25,"Stoaked is a luscious belgian style quadruple that pours a deep amber hue with shades of copper and ruby.  Alluring aromas of ripe fig, cherry and subtle spice and caramel pull you in. Maturing for months on oak, Stoaked reveals a profound vanilla character and malty sweetness, supported by a creamy mouthfeel. With a clean finish and a lingering sweetness, this beer is dangerously drinkable for a beverage of its strength.",1,['Belgian Quad'],3.839
1044043,Miyazaki Grapefruits Lager,14352,5,20,This is the lager beer for which the grapefruits grown in Nichinan are used abundantly.,1,['Fruit Beer'],3.5
1201978,Honey Wheat Honey Ale,1205,0,0,,1,['Blonde Ale'],3.472
11387,Weizen,1569,5.3,0,Naturtrübes Weizenbier,3,['Hefeweizen'],3.454
1137462,Sessio White IPA,65929,4.6,52,"White IPA on reippaasti humaloitu, appelsiiniin kuorella höystetty suodattamaton vehnä IPA.

Maltaat: Vehnä, Pils, Pale ale.

Humalat: Cascade, Citra, Centennial.

Ruokayhdistely: Curry.",1,['Ipa - White'],3.137
1096875,Stone Enjoy By 07.04.15 IPA,1204,9.4,88,"You have in your hands a devastatingly independent double IPA. Freshness is a key component of many beers – especially big, hoppy IPAs – but we've taken it further, a lot further, with this one. We brewed this IPA specifically NOT to last. We've gone to extensive lengths to ensure you get your hands on this beer within an extraordinarily short window, and we've sent a very clear message in the name of the beer itself that there is no better time than right NOW to enjoy this IPA!
",1,"['Ipa - Imperial', 'Double']",4.171
17639,Scarenbecca Kriek,630,6,0,,1,['Lambic'],4.122
36874,Capricho Oscuro (Batch 3),379,9,0,"A blend of Bolita Double Nut Brown Ale, Improvisacion, and Big Sound Scotch Ale aged in a Maker’s Mark bourbon barrel",1,['Strong Ale - American'],3.622
1351830,Falcon Julbrygd 5.2% (2015),345,5.2,0,,1,['Lager - Winter'],2.887
54209,Brewers Reserve Rye IPA,6826,8.5,100,,1,"['Rye Beer', 'Rye Ipa']",3.768
31515,Funnel Blower,3244,4.5,0,"Formerly known as Vanilla Porter. Renamed in 2009.Dark brown in colour, with a subtle vanilla aroma. The vanilla sweetness contrasts nicely with the slight bitterness from the roasted barley and chocolate malts",1,['Porter - English'],3.678
1232485,Vintage (Barrel No 149) (2013),291,7,0,,1,['Flanders Red Ale'],4.108
10434,Bintang Pilsener,2885,4.7,8,"Bintang Beer is a lager type of beer. The distinctive taste of Bintang comes from its quality ingredients and meticulous brewing process. Famed for its modest ester aroma, mild hoppy flavor and bitterness as well as a crisp and refreshing aftertaste, this 4.7%-alcohol beer has been serving as a local favorite for over 80 years. Bintang is brewed from selected malt, hops and water and processed with high quality standard.",1,['Pilsner - Other'],2.863
21994,Outer Darkness,1097,10.5,65,"Welcome to the biggest beer Squatters Pub Brewery has ever made! A Russian Imperial Stout is one of the most intensely flavored beers a brewer can create. The combination of rich roasted barley, oak, molasses and licorice root combine to create an utterly unique and complex imperial stout experience.
We had to mash in twice to get our starting gravity of 27 plato (1.108 specific gravity). We boiled 3.5 hrs to enhance carmalization and used molasses and licorice root at the end of boil. Outer Darkness is aged with oak, has 65 ibu’s and bottle conditioned. We hope you have as much fun drinking it as we did making it. Please share with another and drink wisely.
10.5% ALCHOHOL BY VOL",1,['Stout - Russian Imperial'],3.975
1381199,Milkshake IPA (Cherry/Raspberry),6226,7.2,0,,1,['Ipa - American'],4.265
6964,Georgetown Porter,1732,6.4,40,"Brewed for our friends at the 9 Pound Hammer here in Georgetown, this is an exceptionally flavorful medium bodied porter. We use tons of Chocolate, Munich, and Roasted Malt, then blend it with Centennial and Northern Brewer hops to create what we'd like to call Roasted Chocolaty Goodness.",1,['Porter - Other'],3.751
1363211,Anniversary 20 Experimental IPA,1326,5.5,45,This refreshing session ale delivers citrus and pine notes from unique experimental hops. Two decades strong and we taste mighty fresh. Cheers to 20 years of Victory! ,2,['Ipa - American'],3.644
1199669,West Coast IPA,220408,6.7,69,"bomb smacks the tongue with notes of tropical citrus, grapefruit, and lemon, atop a foundation of a crisp and clean malt background. This beer has a great kick with all the accompanying flavor and aroma to back it up.",1,['Ipa - American'],3.8
910769,De Noël,51976,8,0,,1,['Winter Ale'],0
458790,The Nose Pale Ale,3082,4.75,35,"The pluton monolith we call Looking Glass Rock always awes drivers along the Blue Ridge Parkway just south of Asheville   The premier rock climbing route up Looking Glass is aptly named “The Nose”, as it juts prominently into the air.  Catawba’s “The Nose” Pale Ale similarly earns this moniker.  This hop-forward brew undergoes a long, cold-conditioning period on Jade, Citra, and Cascade hops.  Take a sniff, a gulp, and enjoy the smooth, rounded bitterness and the earthy-citrus aromas!",1,"['Ipa - Session', 'India Session Ale']",3.551
32524,Diabolical Doctor Wit,1182,4.7,0,"Diabolical Doctor Wit is a white ale brewed in the authentic Belgian style. This Belgian style Wit starts off with a wheat base and is left unfiltered. It is then carefully spiced with coriander and bitter orange peel and aged with lavender to introduce a unique floral bouquet that complements this complex yet refreshing fruity thirst quencher.
",1,['Witbier'],3.423
492692,Ghost Town,21199,5.8,45,"Ghost Town, pours near black with a thick light tan head. The nose is roasted malt, coffee, cocoa, wood, toasted sugar and some fruitiness. The taste is smooth, roasty, toast, coffee, earth, plum, dates, chocolate, nice bitterness and mild acidity with a dry, roasty finish. Medium body, smooth, flavoursome and well-balanced. Expertly crafted. A joy to drink.",1,['Porter - English'],3.662
1424556,6th Borough IPA,341,7.5,80,,1,['Ipa - American'],3.794
1405185,High Sleep Evening IPA,5200,7,0,,1,['Ipa - American'],3.479
144709,Oude Geuze Golden Blend,3562,7.5,0,"The Golden Blend is made with 4 year old Lambic that accounts for 25 % of it’s contents, the rest of the blend is made up by a ""secret"" combination of 1, 2 and 3 year old Lambic. 

The exact mixture is only known by the master-blender Armand himself. 

The name ""Golden Blend"" is not far away from the truth, in fact, the 4 years of maturation in oak-wooden barrels is making this particular Lambic very expensive. 

Due to the ""evaporation"" through the barrels, only a small percentage of the lambic is left over after 4 years of maturing.",1,['Gueuze'],4.406
1331742,Christmas Nights,46351,7,150,"To celebrate the festive season, we made a full bodied Porter, packed with rich spices. Merry Christmas from Beerbliotek!",1,['Porter - Other'],3.468
8773,Jolly Roger Christmas Ale,829,9,0,,1,['Winter Warmer'],3.669
152823,Imperial Pilsner,3400,0,0,Seasonal Brew,1,"['Pilsner - Imperial', 'Double']",0
267913,Dr. Leisure Pale Ale,437,5,0,"Leisure Pale Ale refreshes and renews the palate with citrus aroma and crisp hop flavor. Bold, yet Leisurely!",1,['Pale Ale - English'],3.299
1439791,Agnus (2016),246,7.5,0,,2,['Belgian Tripel'],3.681
577315,312 Urban Pale Ale,2898,5.4,30,"We are from the city that invented the skyscraper. We constructed our Urban Pale Ale on a balanced malt backbone, so the citrus hop aroma and crisp flavor can stand tall. ",1,['Pale Ale - American'],3.348
30203,König Ludwig Weissbier Hell / Royal Bavarian Hefe-Weizen,11412,5.5,0,,3,['Hefeweizen'],3.612
623963,Death By Coconut,956,6.5,45,Death By Coconut is an Irish porter aged on dessicated coconut and dark chocolate from Robin Chocolates in Longmont.,5,['Porter - Other'],4.059
608975,Beer Hearn Yuzu Fresh,11352,5.5,0,,2,"['Saison', 'Farmhouse Ale']",3.565
362573,Pink Dragon Wit,38775,5,0,We brew ours mostly to the traditional recipe but we add a bunch of dried hibiscus flowers at the end of the boil and it turns the beer pink. We also over carbonate a bit to give it a champagne like quality. ,1,['Pale Ale - Belgian'],3.333
710793,ÜBERLIN BERLINER WEISSE,65878,4.75,13,"The origins of this cloudy, sour, wheat beer style date back to the 16th century in the region of northern Germany in and around Berlin.  Dubbed “The Champagne of the North” by Napolean’s troops, this refreshing beer, brewed by Frederick the Great himself, can be enjoyed as is…or if adventurous, inject a blast of flavor by allowing the addition of traditional flavoured syrups such as Himbeersirup (Raspberry) or Waldmeistersirup (Sweet Woodruff made from wild baby’s breath). Your senses will witness a sharp tartness beneath a dry, fruity funkiness bred by the wild Brettanomyces claussenii yeast fermentation.  Don’t forget that change will save you.",1,['Berliner Weisse'],3.657
1381502,2016,173732,5.2,0,"A tart saison dry hopped with centennial and chinook, with brettanonyces added. ",1,"['Saison', 'Farmhouse Ale']",3.939
425106,Jakehead IPA,9187,6.3,0,Supercharged Wylam India Pale Ale.... Rich/bright & amber/bronze with lots of American hop aroma. Distinctly bittersweet on the palate with a massive hop complexity fashioned deep within the IPA tradition.,1,['Ipa - English'],3.957
557389,Populous,79634,7.1,33,Our robust porter brewed with insanely fresh coffee from our neighbors at Asbury Park Roastery.,1,['Porter - Other'],3.809
21069,Porter,938,8.5,0,,1,['Porter - Baltic'],3.575
492526,Gullinbuste's Torreblot,78621,6.8,0,"Torreblot er en gammel nordisk høytid i dagene rundt vintersolhverv som ble feiret av vikingene.
Denne alen smaker utmerket sammen med fet julemat som er vanlig i denne høytiden.
Eller alene...
",1,['Other'],3.088
